"nombre","telefono","correo","estrellas","opiniones","pagina_web","clasificacion_sitio","anio_sitio","es_lead","categoria","direccion","zona","maps_url"
"Cabelo Vermelho Peluquería","(02) 382-5196","","3.8","10","https://www.facebook.com/peluqueria.cabelo.vermelho/","solo_red_social","","true","Peluquería","N30- y, Av. Eloy Alfaro y Alemania &, Quito","La Floresta, Quito","https://www.google.com/maps/place/Cabelo+Vermelho+Peluquer%C3%ADa/data=!4m7!3m6!1s0x91d59a6f378183ff:0xffc16567d169f5dd!8m2!3d-0.1931947!4d-78.4916942!16s%2Fg%2F11cs3z8zh5!19sChIJ_4OBN2-a1ZER3fVp0Wdlwf8?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkxNS4wIJJjKgBIAVAD&rclk=1"
"Sumak Estudio - Peluquería","096 271 4442","","4.4","17","","ninguno","","true","Peluquería","Av. 6 de Diciembre y Av. Cristóbal Colón N25-38 y, 170524 Quito","La Floresta, Quito","https://www.google.com/maps/place/Sumak+Estudio+-+Peluquer%C3%ADa/data=!4m7!3m6!1s0x91d59bf5785c6b5d:0x31229897757c97be!8m2!3d-0.2018807!4d-78.4860646!16s%2Fg%2F11rsn06q9s!19sChIJXWtcePWb1ZERvpd8dZeYIjE?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkxNS4wIJJjKgBIAVAD&rclk=1"
"Skarleth Peluqueria","099 272 7595","","5","16","","ninguno","","true","Peluquería","Rio de Janeiro y Manuel Larrea OE2-83 Y, 170402 Quito","La Floresta, Quito","https://www.google.com/maps/place/Skarleth+Peluqueria/data=!4m7!3m6!1s0x91d59b7c421b93cf:0x2ea549c51a14460b!8m2!3d-0.2094285!4d-78.5021269!16s%2Fg%2F11h3ycjfp0!19sChIJz5MbQnyb1ZERC0YUGsVJpS4?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkxNS4wIJJjKgBIAVAD&rclk=1"
"PETHIJOS Spa, Peluquería canina y felina","098 487 5085","","4.2","62","https://pethijos-f7pdmqgi.manus.space/","sitio_propio","","false","Peluquero de mascotas","Checoslovaquia y Suiza 610 y, 170505 Quito","La Floresta, Quito","https://www.google.com/maps/place/PETHIJOS+Spa,+Peluquer%C3%ADa+canina+y+felina/data=!4m7!3m6!1s0x91d59a7fc537131d:0x566834fac1caccca!8m2!3d-0.1875879!4d-78.4823119!16s%2Fg%2F11pxx614jq!19sChIJHRM3xX-a1ZERyszKwfo0aFY?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkxNS4wIJJjKgBIAVAD&rclk=1"
"Nexus Peluquería","(02) 600-9237","","4.8","6","https://nexxuspeluqueria.com/","sitio_propio","","false","Centro de estética","Edificio Florencia 1, Av. Gonzalez Suarez N32-42, Quito","La Floresta, Quito","https://www.google.com/maps/place/Nexus+Peluquer%C3%ADa/data=!4m7!3m6!1s0x91d59a745edd2715:0xbf9113d7c1cf77d9!8m2!3d-0.1990733!4d-78.4793432!16s%2Fg%2F11fd6gyl6f!19sChIJFSfdXnSa1ZER2XfPwdcTkb8?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkxNS4wIJJjKgBIAVAD&rclk=1"
"Katty Look Peluquería","096 398 9383","","4.3","8","","ninguno","","true","Centro de estética","Av. República E5 -22 e, Inglaterra Esq, 170508 Quito","La Floresta, Quito","https://www.google.com/maps/place/Katty+Look+Peluquer%C3%ADa/data=!4m7!3m6!1s0x91d59a60555df187:0x871bc04dd699db4d!8m2!3d-0.185832!4d-78.488486!16s%2Fg%2F11ffl_rp3g!19sChIJh_FdVWCa1ZERTduZ1k3AG4c?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkxNS4wIJJjKgBIAVAD&rclk=1"
"Casa de la Belleza","(02) 252-0341","","5","8","","ninguno","","true","Proveedor de productos de belleza","Pje. Potosi E6-268, 170515 Quito","La Floresta, Quito","https://www.google.com/maps/place/Casa+de+la+Belleza/data=!4m7!3m6!1s0x91d59a652e1cab35:0x4ed97351bcbb8bfd!8m2!3d-0.1906764!4d-78.486998!16s%2Fg%2F11hynjh9xh!19sChIJNascLmWa1ZER_Yu7vFFz2U4?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkxNS4wIJJjKgBIAVAD&rclk=1"
"ROUSS PELUQUERIA","098 852 4826","","4.3","9","https://linktr.ee/rousspeluqueria","solo_red_social","","true","Centro de estética","Farmacias Económicas, Calle geovanny calles y Quitus junto a Farmacias Económicas Calle geovanny Calles y Quitus junto a, 170202 Quito","González Suárez, Quito","https://www.google.com/maps/place/ROUSS+PELUQUERIA/data=!4m7!3m6!1s0x91d58fbc8e169605:0x21324bd5995cc87b!8m2!3d-0.092448!4d-78.4337633!16s%2Fg%2F11j1chwdt8!19sChIJBZYWjryP1ZERe8hcmdVLMiE?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkxNS4wIJJjKgBIAVAD&rclk=1"
"Marko Gonzalez makeup artist and hair style","099 925 5001","","5","20","","ninguno","","true","Peluquería","Pedro Basan, 170102 Quito","González Suárez, Quito","https://www.google.com/maps/place/Marko+Gonzalez+makeup+artist+and+hair+style/data=!4m7!3m6!1s0x91d59b98d4fe2291:0xf67b453838cf8dcd!8m2!3d-0.1762681!4d-78.4947143!16s%2Fg%2F11h7z7nl0n!19sChIJkSL-1Jib1ZERzY3PODhFe_Y?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkxNS4wIJJjKgBIAVAD&rclk=1"
"SOS Hair Spa Quito - Salud Capilar","098 377 9498","","4.9","453","https://www.soshairspa.ec/","sitio_propio","","true","Peluquería","Casanova &, 170102 Quito","González Suárez, Quito","https://www.google.com/maps/place/SOS+Hair+Spa+Quito+-+Salud+Capilar/data=!4m7!3m6!1s0x91d59bec4de41f53:0xe5623de27b0dc743!8m2!3d-0.1813194!4d-78.4764375!16s%2Fg%2F11q9d821m6!19sChIJUx_kTeyb1ZERQ8cNe-I9YuU?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkxNS4wIJJjKgBIAVAD&rclk=1"
"Sensitiva","(02) 381-8250","","3.9","16","https://www.facebook.com/sensitivaspa/","solo_red_social","","true","Peluquería","Edificio Vista al Valle, Av. Gonzalez Suarez N31-18, Local 1, 170136 Quito","González Suárez, Quito","https://www.google.com/maps/place/Sensitiva/data=!4m7!3m6!1s0x91d59a742559c12b:0xe3ee112611acbdaa!8m2!3d-0.1974909!4d-78.4788177!16s%2Fg%2F11gmcf9p8r!19sChIJK8FZJXSa1ZERqr2sESYR7uM?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkxNS4wIJJjKgBIAVAD&rclk=1"
"JORGE RUSSINSKY PELUQUERIA","(02) 330-1568","","4.8","36","https://www.facebook.com/pages/Jorge-Russinsky-Peluqueria/159333257584776?fref=ts","solo_red_social","","true","Centro de estética","Machala, 170104 Quito","González Suárez, Quito","https://www.google.com/maps/place/JORGE+RUSSINSKY+PELUQUERIA/data=!4m7!3m6!1s0x91d585498d340469:0xc1942dfe1fceeed0!8m2!3d-0.1414185!4d-78.4965002!16s%2Fg%2F11bv3vmv2x!19sChIJaQQ0jUmF1ZER0O7OH_4tlME?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkxNS4wIJJjKgBIAVAD&rclk=1"
"Noah Studio Hair Salon","099 269 7627","reservas@noahstudiohairsalon.com; ejemplo@misitio.com","4.9","62","http://www.noahstudiohairsalon.com/","sitio_propio","","false","Peluquería","Av Coruña, y y Av. Francisco de Orellana, 170517 Quito","González Suárez, Quito","https://www.google.com/maps/place/Noah+Studio+Hair+Salon/data=!4m7!3m6!1s0x91d59bb1e55d38ef:0x40c52a4afb4d51e!8m2!3d-0.2002152!4d-78.4824905!16s%2Fg%2F11tckxchrn!19sChIJ7zhd5bGb1ZERHtW0r6RSDAQ?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkxNS4wIJJjKgBIAVAD&rclk=1"
"La Peluqueria Franklin Chavez","099 847 2434","","4.9","40","https://www.facebook.com/La-peluqueria-Franklin-Chavez-138409176187421/","solo_red_social","","true","Peluquería","Roma 37-25, 170102 Quito","González Suárez, Quito","https://www.google.com/maps/place/La+Peluqueria+Franklin+Chavez/data=!4m7!3m6!1s0x91d59a8346f35e4f:0x3d5f6c443b6b1d56!8m2!3d-0.1741054!4d-78.4817385!16s%2Fg%2F11g1xl94vf!19sChIJT17zRoOa1ZERVh1rO0RsXz0?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkxNS4wIJJjKgBIAVAD&rclk=1"
"Andres Cifuentes DISEÑÓ E IMAGEN","099 591 5380","","5","16","","ninguno","","true","Peluquería","Placido Caamano, 170109 Quito","González Suárez, Quito","https://www.google.com/maps/place/Andres+Cifuentes+DISE%C3%91%C3%93+E+IMAGEN/data=!4m7!3m6!1s0x91d59b0003c64a19:0xa01aac3c659a3a6d!8m2!3d-0.202318!4d-78.4838236!16s%2Fg%2F11yrlzp6hb!19sChIJGUrGAwCb1ZERbTqaZTysGqA?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkxNS4wIJJjKgBIAVAD&rclk=1"
"5TH AVENUE PELUQUERÍA","098 358 5292","","4.6","62","","ninguno","","true","Centro de estética","Moscú 34-61, Av. República de El Salvador 170102, Quito","González Suárez, Quito","https://www.google.com/maps/place/5TH+AVENUE+PELUQUER%C3%8DA/data=!4m7!3m6!1s0x91d59a80abbb1589:0x6a25b6416eddcc9a!8m2!3d-0.1851027!4d-78.4803806!16s%2Fg%2F1ptz2_py2!19sChIJiRW7q4Ca1ZERmszdbkG2JWo?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkxNS4wIJJjKgBIAVAD&rclk=1"
"Naturale Nails & Spa","096 300 1224","","5","7","http://www.naturale.life/","sitio_propio","","true","Centro de estética","RG4F+QPJ Edificio La Herradura, Av. Gonzalez Suarez Local 03, 170135 Quito","González Suárez, Quito","https://www.google.com/maps/place/Naturale+Nails+%26+Spa/data=!4m7!3m6!1s0x91d59b8b803fa099:0xd0fd55fab3cd556e!8m2!3d-0.193128!4d-78.4757876!16s%2Fg%2F11txsrzqbq!19sChIJmaA_gIub1ZERblXNs_pV_dA?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkxNS4wIJJjKgBIAVAD&rclk=1"
"Anonymus Peluquería","098 458 0188","","4.4","83","","ninguno","","true","Centro de estética","170521, Quito","González Suárez, Quito","https://www.google.com/maps/place/Anonymus+Peluquer%C3%ADa/data=!4m7!3m6!1s0x91d59a919e603b55:0xc6211d3514d3bfc8!8m2!3d-0.1694464!4d-78.4878927!16s%2Fg%2F11f157_90t!19sChIJVTtgnpGa1ZERyL_TFDUdIcY?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkxNS4wIJJjKgBIAVAD&rclk=1"
"Ava Atelier Beauty Studio","098 785 8443","","5","17","https://www.instagram.com/avaatelier.ec?igsh=bzdobW5seHRrN2Zh","solo_red_social","","true","Salón de manicura y pedicura","Whymper, y y Diego de Almagro E7-178, Quito","González Suárez, Quito","https://www.google.com/maps/place/Ava+Atelier+Beauty+Studio/data=!4m7!3m6!1s0x91d59b6f48e6e141:0x37f33b7013860b5!8m2!3d-0.1939331!4d-78.4832941!16s%2Fg%2F11npx8h_xm!19sChIJQeHmSG-b1ZERtWA4AbczfwM?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkxNS4wIJJjKgBIAVAD&rclk=1"
"Rizos Felices Quito","096 253 0452","","4.5","49","http://www.rizosfelocesquito.ec/","sitio_propio","","true","Peluquería","Edificio Victoria 1, Checoslovaquia E9-96, 170135 Quito","González Suárez, Quito","https://www.google.com/maps/place/Rizos+Felices+Quito/data=!4m7!3m6!1s0x91d59bf27e505f11:0xd71d9185a3eb3903!8m2!3d-0.1860854!4d-78.4807021!16s%2Fg%2F11y4q9f8fg!19sChIJEV9QfvKb1ZERAznro4WRHdc?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkxNS4wIJJjKgBIAVAD&rclk=1"
"Libia Roldán Beauty Studio","099 907 8586","","5","55","https://libiabeautystudio.com/","sitio_propio","","true","Peluquería","Edificio Las Carabelas, La Niña y Yánez Pinzón &, oficina 104, 170522 Quito","González Suárez, Quito","https://www.google.com/maps/place/Libia+Rold%C3%A1n+Beauty+Studio/data=!4m7!3m6!1s0x91d59b12957f6689:0x7ea0fe0b926cb6f6!8m2!3d-0.19948!4d-78.4862228!16s%2Fg%2F11vq0x71rv!19sChIJiWZ_lRKb1ZER9rZskgv-oH4?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkxNS4wIJJjKgBIAVAD&rclk=1"
"VPet Gonzalez Suarez","098 530 6282","","4.7","14","","ninguno","","true","Peluquero de mascotas","Alberto Mena E13 - 54 y, 170517 Quito","González Suárez, Quito","https://www.google.com/maps/place/VPet+Gonzalez+Suarez/data=!4m7!3m6!1s0x91d59b74ebd59683:0xe12ae843891a66f1!8m2!3d-0.1939721!4d-78.4779686!16s%2Fg%2F11v5sf7rq3!19sChIJg5bV63Sb1ZER8WYaiUPoKuE?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkxNS4wIJJjKgBIAVAD&rclk=1"
"CAPONE's Barber Club","(02) 600-8011","","4.8","148","https://m.facebook.com/CAPONEsBarberClub/?ref=page_internal&mt_nav=1","solo_red_social","","true","Barbería","Finlandia, Suecia y PB 188 y, Quito","González Suárez, Quito","https://www.google.com/maps/place/CAPONE%27s+Barber+Club/data=!4m7!3m6!1s0x91d59a813256ca89:0xe43d891dacaa3452!8m2!3d-0.1802844!4d-78.4807068!16s%2Fg%2F11g72g7tbd!19sChIJicpWMoGa1ZERUjSqrB2JPeQ?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkxNS4wIJJjKgBIAVAD&rclk=1"
"Eliana Gonzales Makeup","099 528 3031","","4.5","26","","ninguno","","true","Peluquería","Whymper E7-154, 111517 Quito","González Suárez, Quito","https://www.google.com/maps/place/Eliana+Gonzales+Makeup/data=!4m7!3m6!1s0x91d59a708a60cb81:0x96357b64e2d334e4!8m2!3d-0.1932142!4d-78.4838294!16s%2Fg%2F11bccd3n8h!19sChIJgctginCa1ZER5DTT4mR7NZY?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkxNS4wIJJjKgBIAVAD&rclk=1"
"Barberia Arte y Estylo","(02) 600-8404","","4.9","379","http://arteyestylo.carrd.co/","sitio_propio","2026","false","Barbería","Avenida 6 de Diciembre, y y Los Naranjos, 170102 Quito","González Suárez, Quito","https://www.google.com/maps/place/Barberia+Arte+y+Estylo/data=!4m7!3m6!1s0x91d59a80fcd819af:0xff02d42d3949fb76!8m2!3d-0.1810034!4d-78.4787421!16s%2Fg%2F11gblwjwh0!19sChIJrxnY_ICa1ZERdvtJOS3UAv8?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkxNS4wIJJjKgBIAVAD&rclk=1"
"Cris Conteron Hair Studio","096 921 8837","","4.9","235","","ninguno","","true","Peluquería","La Pradera E7-21, 170518 Quito","González Suárez, Quito","https://www.google.com/maps/place/Cris+Conteron+Hair+Studio/data=!4m7!3m6!1s0x91d59b251a8ca795:0xe1c3ee47564560db!8m2!3d-0.1935643!4d-78.4865324!16s%2Fg%2F11h6n_f9pg!19sChIJlaeMGiWb1ZER22BFVkfuw-E?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkxNS4wIJJjKgBIAVAD&rclk=1"
"Real Women Beauty Lounge","","","4.8","134","https://instagram.com/realwomen.ec?igshid=64mzg1iq8d42","solo_red_social","","true","Peluquería","edificio Kotnetti, Andrade Marin y Antonio Navarro E6-140 y, 170517 Quito","González Suárez, Quito","https://www.google.com/maps/place/Real+Women+Beauty+Lounge/data=!4m7!3m6!1s0x91d59b2204edd735:0x646c6fbce60c63eb!8m2!3d-0.1913434!4d-78.4837633!16s%2Fg%2F11j6yscd75!19sChIJNdftBCKb1ZER62MM5rxvbGQ?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkxNS4wIJJjKgBIAVAD&rclk=1"
"Los Barberos","098 061 0420","","4.5","120","https://www.facebook.com/LosBarberosQuito/","solo_red_social","","true","Peluquería","Edificio Recoleta, planta Baja, Calle, Catalina Aldaz, Quito","González Suárez, Quito","https://www.google.com/maps/place/Los+Barberos/data=!4m7!3m6!1s0x91d59a7fd8ac47df:0xba95b51db1b5e674!8m2!3d-0.1830916!4d-78.4768445!16s%2Fg%2F11d_bj1d4j!19sChIJ30es2H-a1ZERdOa1sR21lbo?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkxNS4wIJJjKgBIAVAD&rclk=1"
"Camila peluqueria Quito","(02) 225-8185","","4.9","20","","ninguno","","true","Peluquería","Av. 6 de Diciembre N35-120, 170102 Quito","González Suárez, Quito","https://www.google.com/maps/place/Camila+peluqueria+Quito/data=!4m7!3m6!1s0x91d59bc9ec258353:0x5bd140175e826d4a!8m2!3d-0.1811473!4d-78.4784336!16s%2Fg%2F11fk4l_837!19sChIJU4Ml7Mmb1ZERSm2CXhdA0Vs?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkxNS4wIJJjKgBIAVAD&rclk=1"
"Zeus Barbería Pradera","098 793 6795","","4.9","77","","ninguno","","true","Peluquería","170135, Quito","González Suárez, Quito","https://www.google.com/maps/place/Zeus+Barber%C3%ADa+Pradera/data=!4m7!3m6!1s0x91d59b3455f503bd:0x4a90698227c8c9dd!8m2!3d-0.1938127!4d-78.4862791!16s%2Fg%2F11x7_shnmq!19sChIJvQP1VTSb1ZER3cnIJ4JpkEo?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkxNS4wIJJjKgBIAVAD&rclk=1"
"Pet Station","095 896 3633","","4","26","https://www.petstation.ec/","sitio_propio","2025","false","Peluquero de mascotas","Av Gonzalez Suarez, y y Jacinto Bejarano, 170517 Quito","González Suárez, Quito","https://www.google.com/maps/place/Pet+Station/data=!4m7!3m6!1s0x91d59be64ed48d07:0xd21b90f78327db9a!8m2!3d-0.1944236!4d-78.4777034!16s%2Fg%2F11v9kvjfqn!19sChIJB43UTuab1ZERmtsng_eQG9I?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkxNS4wIJJjKgBIAVAD&rclk=1"
"John Villa Imagen - Peluquería, Uñas, Spa, Cejas, Depilación - Quito","096 901 2226","","4.9","69","","ninguno","","true","Barbería","Av. Juan José de Villalengua y Domingo de Brieva, 170510 Quito","González Suárez, Quito","https://www.google.com/maps/place/John+Villa+Imagen+-+Peluquer%C3%ADa,+U%C3%B1as,+Spa,+Cejas,+Depilaci%C3%B3n+-+Quito/data=!4m7!3m6!1s0x91d59a924564213d:0x76835090ec6ccdae!8m2!3d-0.1723278!4d-78.4942616!16s%2Fg%2F11f5hkm5rq!19sChIJPSFkRZKa1ZERrs1s7JBQg3Y?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkxNS4wIJJjKgBIAVAD&rclk=1"
"SOFFY ESTUDIO DE BELLEZA","099 539 0672","","5","13","","ninguno","","true","Centro de estética","Yánez Pinzón y Av. Cristóbal Colón, 170517 Quito","González Suárez, Quito","https://www.google.com/maps/place/SOFFY+ESTUDIO+DE+BELLEZA/data=!4m7!3m6!1s0x91d59b3951fe7603:0x4f7c3bccac655b5e!8m2!3d-0.2012223!4d-78.4866144!16s%2Fg%2F11wft9cxfy!19sChIJA3b-UTmb1ZERXltlrMw7fE8?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkxNS4wIJJjKgBIAVAD&rclk=1"
"Laboratorio Rosa","096 279 3934","","4.6","187","","ninguno","","true","Spa","Diego de Almagro, 170102 Quito","González Suárez, Quito","https://www.google.com/maps/place/Laboratorio+Rosa/data=!4m7!3m6!1s0x91d59bbe7ae5e821:0x9e688cb1ae5179a5!8m2!3d-0.1916931!4d-78.482333!16s%2Fg%2F11ty7p1bd4!19sChIJIejler6b1ZERpXlRrrGMaJ4?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkxNS4wIJJjKgBIAVAD&rclk=1"
"Stefany Tejada Makeup Studio","097 918 0000","","4.5","83","","ninguno","","true","Maquillador/a","Andrade Marin &, 170102 Quito","González Suárez, Quito","https://www.google.com/maps/place/Stefany+Tejada+Makeup+Studio/data=!4m7!3m6!1s0x91d59a88326fffff:0x59d72b6f10d9c3ba!8m2!3d-0.1903158!4d-78.4843785!16s%2Fg%2F11fy19t4w6!19sChIJ__9vMoia1ZERusPZEG8r11k?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkxNS4wIJJjKgBIAVAD&rclk=1"
"RITA SIPATOVA PELUQUERÍA & COSMETOLOGÍA","(02) 292-2150","","4","59","https://www.facebook.com/ritasipatovapeluqueria/","solo_red_social","","true","Centro de estética","Catalina Aldaz N34-181 y, 170135 Quito","González Suárez, Quito","https://www.google.com/maps/place/RITA+SIPATOVA+PELUQUER%C3%8DA+%26+COSMETOLOG%C3%8DA/data=!4m7!3m6!1s0x91d59a80764bc285:0xc4e5e2f544cd1fe6!8m2!3d-0.1831476!4d-78.4769079!16s%2Fg%2F11c55rj26z!19sChIJhcJLdoCa1ZER5h_NRPXi5cQ?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkxNS4wIJJjKgBIAVAD&rclk=1"
"Guga Face & body studio","098 400 4854","","4.6","8","https://gugaface-7djwm9cm.manus.space/","sitio_propio","","true","Esteticista facial","Av. Francisco de Orellana y 12 de octubre E12-148 y, 170109 Quito","González Suárez, Quito","https://www.google.com/maps/place/Guga+Face+%26+body+studio/data=!4m7!3m6!1s0x91d591764fe88717:0xf7e6f7acae819d7b!8m2!3d-0.2020564!4d-78.4813965!16s%2Fg%2F11f5tz3ygj!19sChIJF4foT3aR1ZERe52Brqz35vc?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkxNS4wIJJjKgBIAVAD&rclk=1"
"Barberia Y Peluqueria","2994697775","","4.3","12","","ninguno","","true","Barbería","RG8C+FFG, 170135 Quito","González Suárez, Quito","https://www.google.com/maps/place/Barberia+Y+Peluqueria/data=!4m7!3m6!1s0x91d59a7e92a85bf7:0x66bb57414f5a7a5f!8m2!3d-0.1838085!4d-78.4788036!16s%2Fg%2F11f__272cl!19sChIJ91uokn6a1ZERX3paT0FXu2Y?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkxNS4wIJJjKgBIAVAD&rclk=1"
"Fashion Italy Peluquería beauty SPA","098 251 2544","","4.3","6","","ninguno","","true","Peluquería","Av. Eloy Alfaro y Catalina Aldaz N 34-231 y, 170102 Quito","González Suárez, Quito","https://www.google.com/maps/place/Fashion+Italy+Peluquer%C3%ADa+beauty+SPA/data=!4m7!3m6!1s0x91d59a7fe87d8651:0xb596e7d9e835eb25!8m2!3d-0.1839757!4d-78.4766405!16s%2Fg%2F11cp5vfhkc!19sChIJUYZ96H-a1ZERJes16NnnlrU?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkxNS4wIJJjKgBIAVAD&rclk=1"
"Rouss - Barbería y Peluquería","098 756 8704","","5","8","","ninguno","","true","Peluquería","Venezuela y José Joaquín Olmedo 79 y, 170401 Quito","González Suárez, Quito","https://www.google.com/maps/place/Rouss+-+Barber%C3%ADa+y+Peluquer%C3%ADa/data=!4m7!3m6!1s0x91d59bc934e955e9:0xaddc9cd19f794cdd!8m2!3d-0.2187669!4d-78.5105343!16s%2Fg%2F11vk0xwq8q!19sChIJ6VXpNMmb1ZER3Ux5n9Gc3K0?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkxNS4wIJJjKgBIAVAD&rclk=1"
"Veterinaria My Pet","099 518 9107","","4.3","30","https://www.instagram.com/mypetuio/","solo_red_social","","true","Veterinario","Av. La Coruña y Whymper 30-104 y, 170517 Quito","González Suárez, Quito","https://www.google.com/maps/place/Veterinaria+My+Pet/data=!4m7!3m6!1s0x91d59b4b1c36c711:0x9f643015f2a10856!8m2!3d-0.1968627!4d-78.4814676!16s%2Fg%2F11n_ymq7lx!19sChIJEcc2HEub1ZERVgih8hUwZJ8?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkxNS4wIJJjKgBIAVAD&rclk=1"
"Karissma Cumbaya","098 474 2498","","3.9","490","","ninguno","","true","Peluquería","QHX6+GQQ, 170902 Quito","Cumbayá, Quito","https://www.google.com/maps/place/Karissma+Cumbaya/data=!4m7!3m6!1s0x91d590e7791afd85:0xd73ba02a9529a20b!8m2!3d-0.2011624!4d-78.438004!16s%2Fg%2F11g690697y!19sChIJhf0aeeeQ1ZERC6IplSqgO9c?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkxNS4wIJJjKgBIAVAD&rclk=1"
"SOS Hair Spa Cumbayá - Salud Capilar","098 582 4608","","5","316","https://www.soshairspa.ec/","sitio_propio","","true","Peluquería","García Moreno, y y Chimborazo, Quito","Cumbayá, Quito","https://www.google.com/maps/place/SOS+Hair+Spa+Cumbay%C3%A1+-+Salud+Capilar/data=!4m7!3m6!1s0x91d59187537c8879:0x3bf0ee426deaa7c0!8m2!3d-0.2004624!4d-78.4325034!16s%2Fg%2F11y8z01_tg!19sChIJeYh8U4eR1ZERwKfqbULu8Ds?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkxNS4wIJJjKgBIAVAD&rclk=1"
"Real Women Beauty Lounge Cumbayá","099 894 4411","","4.6","62","https://instagram.com/realwomen.ec?igshid=YmMyMTA2M2Y=","solo_red_social","","true","Peluquería","García Moreno, 170157 Quito","Cumbayá, Quito","https://www.google.com/maps/place/Real+Women+Beauty+Lounge+Cumbay%C3%A1/data=!4m7!3m6!1s0x91d591f33394b7a3:0xcf3da861f53204c7!8m2!3d-0.20257!4d-78.4277112!16s%2Fg%2F11txgmyrhl!19sChIJo7eUM_OR1ZERxwQy9WGoPc8?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkxNS4wIJJjKgBIAVAD&rclk=1"
"Peluqueria VE","099 830 9077","","4.8","86","","ninguno","","true","Centro de estética","Cumbayá, Manuela Saenz, y y Juan Montalvo, 170310 Cumbaya","Cumbayá, Quito","https://www.google.com/maps/place/Peluqueria+VE/data=!4m7!3m6!1s0x91d59186957b9eef:0xa4c5da4ca13cc021!8m2!3d-0.1971496!4d-78.4277218!16s%2Fg%2F11rr__qxbh!19sChIJ7557lYaR1ZERIcA8oUzaxaQ?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkxNS4wIJJjKgBIAVAD&rclk=1"
"Mina By Carolina León Cumbaya","096 294 4499","","4.6","11","","ninguno","","true","Peluquería","Francisco de Orellana y Tajamar E4-84, 170157 Quito","Cumbayá, Quito","https://www.google.com/maps/place/Mina+By+Carolina+Le%C3%B3n+Cumbaya/data=!4m7!3m6!1s0x91d59156865b2547:0x93275965cdace1b9!8m2!3d-0.2019985!4d-78.4264392!16s%2Fg%2F11ypd10hnc!19sChIJRyVbhlaR1ZERueGszWVZJ5M?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkxNS4wIJJjKgBIAVAD&rclk=1"
"Glamour","(02) 289-5606","","4.2","19","https://glamourpeluqueria.com/","sitio_propio","","true","Peluquería","Centro Comercial Villa, Av. Oswaldo Guayasamín s/n, 170904 Quito","Cumbayá, Quito","https://www.google.com/maps/place/Glamour/data=!4m7!3m6!1s0x91d590e6f70db14b:0xcc5b0e7c88330fc1!8m2!3d-0.1985823!4d-78.4380342!16s%2Fg%2F11gwnm6yhc!19sChIJS7EN9-aQ1ZERwQ8ziHwOW8w?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkxNS4wIJJjKgBIAVAD&rclk=1"
